uid,title,slug,alias,published date,all tags,publish,make discoverable,is page,content,canonical url,meta description,meta image,lang,class name,first published at
SBudxbSrvKTXCDaLfwfM,Endlich Schnee,endlich-schnee,2021/01/06/endlich-schnee,2021-01-06T13:50:00+00:00,"[""fotos""]",True,False,False,"![Ein schneebedecktes Feld mit einer Baumgruppe](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/cfb7234297.webp)
",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/cfb7234297.webp,de,fotos,2021-01-06T13:50:00+00:00
TGDwinYhfvyeHcNUnitf,📚 Gelesen 2020,gelesen-2020,2021/01/03/gelesen,2021-01-03T20:54:00+00:00,"[""ausgelesen"", ""blog""]",True,True,False,"![Das Buch Kurt von Sarah Kuttner neben dem Tolino eBook-Reader](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/45a3bcb5ef.webp)

Tja, das letzte Jahr war auf vielen Ebenen speziell. Gelesen hab ich jedenfalls nicht sonderlich viel. Ich komme tatsächlich nur auf 4 Bücher. Aber immerhin 4 mehr wie 2019. Insofern ist auch der positive Trend erkennbar.

In Papierform habe ich [Kurt](https://www.fischerverlage.de/buch/sarah-kuttner-kurt-9783596704156) (★★★★★) von Sarah Kuttner gelesen. Ich kann mich nicht erinnern, jemals ein Buch gelesen zu haben, das mich emotional so sehr berührt hat. Kurt, das ist die Geschichte von Lena, die mit 2 Männern namens Kurt zusammenlebt. Der eine ist ein 5-jähriger Junge und der andere sein Vater. Und plötzlich stirbt der kleine Kurt. Niemand hat Schuld, niemand kann zur Verantwortung gezogen werden. Und dann kämpft Lena gegen ein großes tiefes Loch, in dem sich der große Kurt zurückzieht.

> Der kleine und der große Kurt brechen einem das Herz und Sarah Kuttner setzt es ganz langsam und behutsam wieder zusammen. Trotz der tragischen Thematik ist dieses einfühlsame, ehrliche Buch in der Lage den Leser schmunzeln, ja sogar lachen und vor allem hoffen zu lassen.<cite>Philine Witt</cite>

Aus Neugier habe ich mir dann irgendwann den eBook-Reader der 13-Jährigen gekrallt, die mit ihm nie wirklich warm geworden ist. 3 weitere Bücher habe ich dann auf dem elektronischen Lesesklaven gelesen und möchte mittlerweile tatsächlich kein Buch mehr in die Hand nehmen müssen.

[42 Grad](https://www.rowohlt.de/buch/wolf-harlander-42-grad-9783499000478) (★★★☆☆) von Wolf Harlander war mehr oder weniger ein Spontankauf, weil das Buch prominent beworben wurde und die Idee eines Öko-Thrillers vielversprechend klang. Die Story ist schnell erzählt: Große Teile Europas erleben eine Dürreperiode bisher ungekannten Ausmaßes. Ein Hydrologe und eine IT-Spezialistin finden Seite für Seite die Ursache heraus. Alles ist ein großer Komplott der bösen Russen. Ich kann das hier so schreiben und muss auch keine Spoiler-Warnung abgeben, denn der Plot wird leider ziemlich schnell durchschaubar. Die Dialoge sind oft dünn, die - häufig an den Haaren herbeigezogene - Handlung in den vielen Verästelungen des Romans manchmal zäh wie Kaugummi. Kein Buch, das man abbrechen muss, aber gelesen muss man es auch nicht unbedingt haben.

Absolute Weltklasse dagegen ist die Geschichte des Johann Georg Faustus, die Oliver Pötzsch in seinem Roman [Der Spielmann](https://www.ullstein.de/werke/der-spielmann/taschenbuch/9783548061191) (★★★★★) erzählt. Es ist die bekannte Geschichte von Goethes Faust, aber diesmal hoch spannend und endlich verständlich. Das Buch ist exzellent recherchiert und spielt an all den Orten, in denen Spuren des historischen Faust zu finden sind. Die Geschichte beginnt 1486 in Knittlingen, wo das Schicksal der jungen Faust seinen Anfang nimmt, als Johann sich dem Spielmann und Magier Tonio del Moravia anschließt. Gemeinsam ziehen sie durch die deutschen Lande. Doch bald schon spürt Johann, dass sein Meister mit dunklen Mächten im Bunde steht. Dieses Buch kann man erst weglegen, wenn man es fertig gelesen hat.

Zum Glück hat Oliver Pötzsch mit dem [Der Lehrmeister](https://www.ullstein.de/werke/der-lehrmeister/taschenbuch/9783548063355) (★★★★★) einen 2. Band veröffentlicht, in dem die spannende Geschichte des Johann Georg Faustus weitergeht. Gemeinsam mit seinem neuen Gefährten Karl Wagner und seiner Tochter Greta reist er als Quacksalber und Astrologe durch die Lande. Doch Tonio ist noch nicht besiegt und Johann weiß, dass das Böse zurückkehren und erneut seine Hand nach ihm ausstrecken wird. Auch dieses Buch ist eine wahnsinnige Reise mit einem genialen Ende. Ich habe es förmlich verschlungen.",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/45a3bcb5ef.webp,de,,2021-01-03T20:54:00+00:00
cksowNuhkJQaqtAzLnKy,Darwinistische Gleichgültigkeit,darwinistische-gleichgultigkeit,2021/01/09/darwinistische-gleichgltigkeit,2021-01-09T20:41:00+00:00,"[""blog"", ""bisschensauer""]",True,True,False,"![""Keep calm and wash hands"" auf einem Kino in Amerika](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/ca48adbbe8.webp)

Meine Frau arbeitet seit vielen Jahren im Gesundheitswesen. Sie hat bis zum heutigen Tag 19 Corona-Tests über sich ergehen lassen müssen. Und dennoch hatten alle Bewohner dieses Haushalts [COVID-19](https://de.wikipedia.org/wiki/COVID-19). Im März 2020, gleich zu Beginn des Lockdowns in Deutschland, hat es uns erwischt. Zum Glück nur mit verhältnismäßig leichten Symptomen und ohne bleibende Schäden. Meine Frau hat jedoch in den letzten Monaten in ihrem beruflichen Alltag hautnah erlebt, welche Schicksale hinter den täglich berichteten Zahlen stehen. Sie hat Menschen sterben, Familien leiden und trauern sehen. Sie hat mit Kollegen gelitten, die mit schweren Verläufen auf der Intensivstation gelandet sind und Monate zur Genesung gebraucht haben. Und dennoch musste sie sich im privaten Umfeld mit Menschen auseinandersetzen, die nicht auf Weihnachtsbesuche verzichten wollten und uns noch dazu Vorwürfe gemacht haben, weil wir die Einzigen waren, die das vehement abgelehnt haben. Unsere Bitte um Vernunft fand kein Gehör. Als Antwort gab es stattdessen Beleidigungen, wir hätten doch keine Ahnung und überhaupt werde doch alles bloß maßlos übertrieben.

Irgendwann haben in Deutschland dann die ersten Menschen eine Corona-Schutzimpfung erhalten. Meine Frau steht - wie viele ihrer Kollegen - ganz weit oben auf der Liste für eine solche Impfung. Aufgewühlt von dem Bullshit ihrer privaten Filterblase war sie zunächst verunsichert, als sie das Informationsschreiben zur Terminvergabe für die anstehende Impfung in den Händen gehalten hat. Aber sie hat [sich informiert](https://www.infektionsschutz.de/coronavirus/schutzimpfung/) und mit vielen Pflegekräften und Ärzten gesprochen. Die absolut überwiegende Mehrheit dieser Menschen lässt sich impfen. Ohne mit der Wimper zu zucken! Es wundert mich ehrlich gesagt nicht, wenn ich mir vorstelle, was diese Menschen in den letzten Monaten gesehen haben und ertragen mussten.

Die, deren Waffe an Weihnachten noch Beleidigungen waren, brüllen nun voll vermeintlicher Sorge »Du wirst dich doch wohl hoffentlich nicht impfen lassen? Das ist doch Selbstmord!«. Sie bleibt beharrlich, ist gut informiert und kontert mit Argumenten. Es wird ekelhaft. Ihr wird vorgehalten, dass das Gesundheitswesen mal wieder bevorzugt werde. Erst der Corona-Bonus und die vom Staat bezahlten Mittagessen und jetzt auch noch eine priorisierte Schutzimpfung. Ist das tatsächlich Neid auf eine Impfung, die man selbst für sich ablehnt?

Meine Frau tobt und steigt aus den Diskussionen aus. Ich habe mich bereits vor geraumer Zeit zurückgezogen und sehe es mittlerweile darwinistisch. Menschen, die während einer Pandemie eine Schutzimpfung aus Angst vor vermeintlichen Nebenwirkungen ablehnen, sind entweder besonders schlau oder einfach nur dumm. Die nächsten Jahre werden zeigen, was davon stimmt. Man kann nur hoffen, dass irgendwann mehrheitlich Impfverweigerer von COVID-19 dahingerafft werden. Dann wären zumindest ein paar Idioten weniger im menschlichen Genpool.

> Zwei Dinge sind unendlich, das Universum und die menschliche Dummheit, aber bei dem Universum bin ich mir noch nicht ganz sicher.<cite>Albert Einstein</cite>

Um es klar und deutlich zu sagen: Ich bin weder Virologe noch Arzt. Aber ich kann lesen und ich weiß, wie ich Informationen verifizieren kann. Und ich lasse mich mit vollster Überzeugung impfen, sobald ich die Chance dazu habe. An COVID-19 zu erkranken, kann ziemlich blöd ausgehen. Im Vergleich dazu ist eine Impfung vermutlich ziemlich lächerlich. Am Ende muss das aber jeder für sich selbst bewerten. Aber, wer wissenschaftliche Erkenntnisse als von geheimen Mächten gekauft ansieht und seine Impfskepsis auf obskure Heiler bezieht, die mit Bullshit auf Facebook, Instagram und YouTube Geld verdienen, braucht ohnehin zuerst einmal eine Impfung gegen Dummheit.",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/ca48adbbe8.webp,de,,2021-01-09T20:41:00+00:00
unRFoULJTPQTQSYAWGYB,Einen Versuch war es wert,einen-versuch-war-es-wert,2021/04/04/einen-versuch-war-es-wert,2021-04-04T12:36:00+00:00,"[""blog"", ""ern\u00e4hrung""]",True,True,False,"Es wurde sehr lautstark der Wunsch nach Osterbrot geäußert, und nachdem unser Bäcker [nicht mehr backt](/brotbackkunst/), habe ich mich nach [diesem sehr einfachen Rezept](https://www.infranken.de/ratgeber/genuss/rezepte/rezept-klassisches-osterbrot-so-wird-es-schoen-locker-art-5183337) mal rangewagt. Das Ergebnis hat die Familie extrem überzeugt. Nur mir war die Krume irgendwie zu bröselig, was mit einem Teig auf Quarkbasis vermutlich nicht passiert wäre. Aber es muss ja auch noch eine Steigerung für das nächste Osterfest geben. Und beim nächsten Mal verwende ich auch nur 250g Mehl.

![Selbstgebackenes Osterbrot](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/809bf86130.webp)

![Angeschnittenes selbstgebackenes Osterbrot](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/ee7cd73b72.webp)",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/809bf86130.webp,de,,2021-04-04T12:36:00+00:00
jroYttUNHhBiZQbYEzFe,Frühlingshafter Egglburger See,fruhlingshafter-egglburger-see,2021/04/25/frhlingshafter-egglburger-see,2021-04-25T12:13:00+00:00,"[""blog"", ""unterwegs""]",True,True,False,"Bei diesem wunderschönen Frühlingswetter war es an der Zeit, Ebersberg mal etwas näher zu erkunden. Bisher habe ich mich ja nur [mit dem Mountainbike](https://www.bergfex.de/mybergfex/activities/2623584) durch den Ebersberger Forst bewegt. Diesmal also mit der Familie im Schlepptau einmal um den [Egglburger See](https://de.wikipedia.org/wiki/Egglburger_See). Eine wirklich [traumhaft schöne Runde](https://www.bergfex.de/mybergfex/activities/6029676) am Rand von Ebersberg durch das Biberland und Vogelschutzgebiet. Ein paar Abschnitte habe ich mir dann auch gleich für die nächste MTB-Tour vorgemerkt.

![Ausblick über den Egglburger See in Ebersberg, eingerahmt von Ästen, mit Schilf und feuchtem Boden im Vordergrund und einem grünen Hügel mit der Kirche St. Michael im Hintergrund.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/b2cc744700.webp)

![Eine hölzerne Mistgabel steckt in einem Haufen getrocknetem Material neben einem schmalen Wanderweg, umgeben von hohem Gras und einem kahlen Baum im Hintergrund.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/e2bf7145d2.webp)

![Ruhige Wasserfläche des Ebersberger Weihers an einem sonnigen Tag, mit einem moosbewachsenen Ast, der sich über das Wasser spannt, und dichtem, grünem Uferbewuchs.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/efb434dfae.webp)

![Feldweg, der bergauf durch eine Reihe von kahlen Obstbäumen und auf einer grünen Wiese führt, mit einem Verkehrsschild (Land- und Forstwirtschaft frei) auf der rechten Seite.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/99cae1a352.webp)

![Die weiß getünchte Kirche St. Michael in Ebersberg mit ihrem markanten schwarzen Zwiebelturm, auf einem grünen Hügel gelegen, umgeben von hohen, kahlen Bäumen.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/30c7330951.webp)",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/30c7330951.webp,de,,2021-04-25T12:13:00+00:00
rsIPrrMPHaGFFFBJYhVZ,Geduld du brauchst!,geduld-du-brauchst,2021/05/16/geduld-du-brauchst,2021-05-15T22:43:00+00:00,"[""blog"", ""geschraubt""]",True,True,False,"![Mit Acrylfarbe bemalte Baby-Yodas aus Salzteig](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/e9ce60d78b.webp)

![Noch unbemalte Baby-Yodas aus Salzteig](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/816d0c0b96.webp)

Die Hausaufgabe der 13-jährigen war, einen Baby-Yoda aus Salzteig nach [diesem Tutorial](https://www.youtube.com/watch?v=Ghm0zSFNuFU) zu basteln. Und nachdem sie überhaupt keinen Bock dazu hatte, habe ich aus Motivationsgründen auch mitgemacht.",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/e9ce60d78b.webp,de,,2021-05-15T22:43:00+00:00
qwFDXJuJBYkGrLzSCBPr,Steakberge,steakberge,2025/01/16/die-besten-steaks-gibt-es,2025-01-15T23:00:00+00:00,"[""fotos""]",True,False,False,"![Mehrere gebratene Steaks liegen gestapelt auf einem hölzernen Schneidebrett, umgeben von Tellern, wobei ein Messer in der Nähe ruht.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/63446dfd2ee35ba4.webp)

Die amerikanischen Kollegen meines es wirklich sehr gut mit uns.",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/63446dfd2ee35ba4.webp,de,fotos,2025-01-15T23:00:00+00:00
cXFgTDegHbMhhIFZkLpa,"📚 Gelesen 2021, Teil I",gelesen-2021-teil-i,2021/05/13/gelesen-teil-i,2021-05-13T18:08:00+00:00,"[""ausgelesen"", ""blog""]",True,True,False,"![Auf dem Tolino in Q1/2021 gelesene Bücher](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/caac932c27.webp)

Nachdem mich die Faust-Romane von Oliver Pötzsch [so extrem begeistert](/gelesen-2020/) haben, wollte ich auch noch [Die Ludwig-Verschwörung](https://oliver-poetzsch.de/die-ludwig-verschwoerung/) (★★★★☆) lesen. Das Buch rund um den mysteriösen Tod des [bayrischen Märchenkönigs Ludwig II.](https://de.wikipedia.org/wiki/Ludwig_II._%28Bayern%29) ist im Grunde ein historischer Thriller mit einer zweiten Zeitebene im 21. Jahrhundert. Die Geschichte jagt mit viel Spannung auf die Lösung des Rätsels um Ludwigs Tod zu, wirkt dabei phasenweise aber etwas zu turbulent und gewollt. Ganz nebenbei erfährt man aber auch noch eine Menge Wissenswertes aus dem Leben und Wirken des Märchenkönigs im wunderschönen Bayern. Das Buch lässt sich sehr gut lesen und macht dabei viel Freude.

Es ist wirklich sehr lange her, dass ich ein Buch von Stuckrad-Barre in der Hand gehalten habe. Nachdem ich ihm aber in einigen Podcasts begeistert gelauscht habe, wollte ich das ändern und habe mir [Ich glaub, mir geht's nicht so gut, ich muss mich mal irgendwo hinlegen](https://www.kiwi-verlag.de/buch/benjamin-von-stuckrad-barre-ich-glaub-mir-geht-s-nicht-so-gut-ich-muss-mich-mal-irgendwo-hinlegen-9783462053395) (★☆☆☆☆) geholt. Das Buch war ehrlich gesagt eine absolute Qual für mich. Es ist nicht mehr als eine Aneinanderreihung von belanglosen und nur teilweise kurzweiligen (die Geschichte mit Jürgen Fliege) Erlebnissen von Stuckrad-Barre mit mehr oder weniger bekannten Personen. Dieses Buch kann man sich getrost sparen.

Der Roman [Tyll](https://www.lovelybooks.de/autor/Daniel-Kehlmann/Tyll-1451956026-w/) (★★☆☆☆) von Daniel Kehlmann hat mich 2017 [als Hörbuch total begeistert](/bucherkram/), weshalb ich Lust hatte, die Geschichte noch einmal selbst zu lesen. Irgendwie ist der Funke aber nicht noch einmal übergesprungen. Dabei war der Anfang gut und man wurde förmlich in das Leben des Tyll Uhlenspiegel gesogen. Doch mit jeder Seite, in der die Geschichte vorangeschritten ist, wurde es zäher. Viel zu oft hat sich über quälend viele Seiten die Handlung keinen Millimeter nach vorne bewegt. Der Hauptakteur des Romans taucht irgendwann kaum noch auf. Es gibt nichts, auf das der Roman zuläuft: Kein Höhepunkt und auch keine Pointe. Fakt ist, dass ich diese Schwächen beim Hörbuch nicht wahrgenommen habe. Vermutlich hört man bei einem Hörbuch eben doch nur halb hin.

Noch ein Buch, das ich als Hörbuch geliebt habe und aus genau diesem Grund noch einmal lesen wollte, ist [Das finstere Tal](https://www.lovelybooks.de/autor/Thomas-Willmann/Das-finstere-Tal-891306128-w/) (★★★★★) von Thomas Willmann. Das von mir 2018 [genossene Hörbuch](/bucher-im-fruhjahr/) war eine gekürzte Fassung, weshalb ich mich sehr gefreut habe, die vollständige Geschichte zu lesen. Und ich wurde nicht enttäuscht. Die Geschichte um den Maler Greider der in einem abgelegenen Tal dunkle Geheimnisse aufdeckt, ist fesselnd und abwechslungsreich von der ersten bis zur letzten Seite. Die bildgewaltige Sprache des Autors, die einzigartigen Figuren und die wahnsinnig dichte Atmosphäre im Tal bilden einen fesselnden Sog, dem man sich als Leser nicht entziehen kann. Ein spannendes und berührendes Buch, das man kaum weglegen kann.

Mit [Verbrechen](https://de.wikipedia.org/wiki/Verbrechen_(Buch)) (★★★★★) von Ferdinand von Schirach bin ich in die Welt der Kriminalfälle abgetaucht. Im Buch finden sich mehrere voneinander unabhängige Kriminalfälle, bei denen die Schuldfrage gar nicht so einfach zu beantworten ist. Die geschilderten Kriminalfälle beruhen auf wahren Rechtsfällen, mit denen von Schirach in seiner Zeit als Strafverteidiger und Rechtsanwalt betraut war. Das Leben schreibt ja bekanntlich die besten Geschichten und so ist es auch in diesem Fall. Absolut lesenswert und mit Sicherheit nicht das letzte Buch, das ich von ihm gelesen habe.

Aus versehen habe ich vergessen, das Probeabo von [Blinkist](https://www.blinkist.com) rechtzeitig zu beenden. Und da ich nun über ein bezahltes Jahresabo verfüge, lese ich eben auch noch ein paar auf die absolute Essenz reduzierte Sachbücher. Ja, ich lese die Bücher in Blinkist tatsächlich und lasse sie mir nicht vorlesen, da bei Hörbüchern meiner Erfahrung nach maximal die Hälfte im Gehirn ankommt. Von den über 40 Büchern, deren Essenz ich gelesen habe, seien die folgenden an dieser Stelle ausdrücklich empfohlen: [Das Think Like a Monk-Prinzip](https://thinklikeamonkbook.com/), [Die Macht des Schlechten](https://www.lovelybooks.de/autor/Roy-F.-Baumeister/Die-Macht-des-Schlechten-2371286507-w/), [Du musst nicht von allen gemocht werden](https://www.lovelybooks.de/autor/Ichiro-Kishimi/Du-musst-nicht-von-allen-gemocht-werden-1553175768-w/), [Ich weiß nicht, was ich wollen soll](https://www.lovelybooks.de/autor/Bas-Kast/Ich-wei%C3%9F-nicht-was-ich-wollen-soll-1004945718-w/), [Why Not?](https://www.lars-amend-shop.de/artikel/82/) und auch das komprimierte Wissen über Ameisen [Weltmacht auf sechs Beinen](https://www.lovelybooks.de/autor/Susanne-Foitzik/Weltmacht-auf-sechs-Beinen-2037022400-w/).",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/caac932c27.webp,de,,2021-05-13T18:08:00+00:00
QrinsxGQxPZqDMBdBuJo,🍿 7 Jahre in Tibet (★★★★☆),7-jahre-in-tibet,2025/07/16/nur-jahre-spter-habe-ich,2025-07-15T22:00:00+00:00,"[""blog"", ""popcornfieber""]",True,True,False,"![Zwei Menschen, ein Mann und ein jüngerer Mönch, stehen Stirn an Stirn vor einer Landschaft mit Sonnenuntergang, während Text den Film ""Seven Years in Tibet"" bewirbt.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/24bd369b60.webp)

Nur 28 Jahre später habe ich es geschafft, zum ersten Mal [7 Jahre in Tibet](https://de.wikipedia.org/wiki/Sieben_Jahre_in_Tibet_(1997)) zu schauen. Zugegeben, die Rolle von [Heinrich Harrer](https://de.m.wikipedia.org/wiki/Heinrich_Harrer) bleibt eher flach, was man angesichts der spirituellen Reise anfangs vielleicht noch verzeihen kann. Spätestens mit dem chinesischen Einmarsch in Tibet kippt der Film aber ins Politische und Harrers SS-Vergangenheit hätte interessante innere Konflikte und Reflektionen aufdecken können, bleibt aber leider unerzählt. Dennoch ein sehenswerter Klassiker.",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/24bd369b60.webp,de,,2025-07-15T22:00:00+00:00
gzVbBvYMUmuJCigBPMsY,50%,50,2021/05/20/100144,2021-05-20T07:01:00+00:00,"[""blog"", ""gesundheit""]",True,True,False,"![Ein gelbes Emoji eines starken Arms mit einem Pflaster auf dem Bizeps.](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/3bb6ff6296.webp)

Heute Vormittag habe ich die erste Ladung des COVID-19-Impfstoffs aus dem Hause Biontech in den linken Oberarm bekommen. Abgesehen von etwas stärkeren Schmerzen im Oberarm und der Schulter geht es mir bisher gut. Und ja, ich bin sehr dankbar!",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/3bb6ff6296.webp,de,,2021-05-20T07:01:00+00:00
YaSmwDwQVVhqqeGsknfe,T-15,t-15,2021/06/09/t,2021-06-09T06:59:00+00:00,"[""fotos""]",True,False,False,"![Die COVID-19 App auf dem iPhone zeigt ""Voller Impfschutz in 15 Tagen"" an](https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/061fd2bf11.webp)

Und dann in 15 Tagen nur noch in <a href=""https://covidpass.marvinsextro.de/"">das Apple Wallet einlesen</a> und das wars.",,,https://bear-images.sfo2.cdn.digitaloceanspaces.com/fischr/photo-1592634549335-f6be8df97b47.webp,de,fotos,2021-06-09T06:59:00+00:00
